"""Id"",""Date"",""Name of document"",""Result of vote"",""Parliament or council"",""Policy area""";;;;
"167,22/05/13,""Mutual recognition of protection measures in civil matters - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Legal affairs""";;;;
"168,22/05/13,""Implementation of the audiovisual media services directive - Motion for resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Culture & education""";;;;
"169,22/05/13,""Draft protocol on the application of the Charter of fundamental rights of the European Union to the Czech Republic (consultation) - Motion for resolution : vote: resolution (text as a whole) - consultation"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"170,22/05/13,""Draft protocol on the application of the Charter of fundamental rights of the European Union to the Czech Republic (consent) - Draft legislative resolution : single vote - consent"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"171,22/05/13,""EU-Canada Agreement on customs cooperation with respect to matters related to supply chain security - Draft legislative resolution : single vote - consent"",""+"",""EP"",""International trade""";;;;
"172,22/05/13,""Pyrotechnic articles - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""Internal market & consumer protection""";;;;
"173,21/05/13,""Amendment of Regulation (EEC/Euratom) No 354/83, as regards the deposit of the historical archives of the institutions at the European University Institute in Florence - Draft legislative resolution : single vote - consent"",""+"",""EP"",""Culture & education""";;;;
"174,21/05/13,""Period for the eighth election of representatives to the European Parliament by direct universal suffrage - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"175,21/05/13,""Regional strategies for industrial areas in the European Union - Motion for resolution : single vote"",""+"",""EP"",""Regional development""";;;;
"176,21/05/13,""Offshore oil and gas prospection, exploration and production activities - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""Industry, research & energy""";;;;
"177,21/05/13,""Renewable energy in the European internal energy market - Motion for resolution : vote: resolution (as a whole)"",""+"",""EP"",""Industry, research & energy""";;;;
"178,21/05/13,""Women's rights in the Balkan accession countries - Motion for resolution : Paragraph 5/1"",""+"",""EP"",""Gender equality""";;;;
"179,21/05/13,""EU Charter: standard settings for media freedom across the EU - Motion for resolution : vote: resolution (as a whole)"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"180,21/05/13,""Adequate, safe and sustainable pensions - Motion for resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Employment & social affairs""";;;;
"181,21/05/13,""Fight against tax fraud, tax evasion and tax havens  - Motion for resolution : Paragraph 6"",""+"",""EP"",""Economic & monetary affairs""";;;;
"182,21/05/13,""Annual tax report: how to free the EU potential for economic growth - Motion for resolution : Paragraph 20"",""+"",""EP"",""Economic & monetary affairs""";;;;
"183,18/04/13,""Ship recycling - Draft legislative resolution : vote: amended proposal - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"184,18/04/13,""2012 progress report on Turkey - Motion for a resolution : Paragraph 47,amendment 14"",""-"",""EP"",""Foreign & security policy""";;;;
"185,18/04/13,""European integration process of Kosovo - Motion for a resolution : Paragraph 3"",""+"",""EP"",""Foreign & security policy""";;;;
"186,18/04/13,""Motions for resolutions - Completing the scoreboard for the Macroeconomic Imbalance Procedure - Motion for a resolution : After paragraph 6,amendment 3"",""-"",""EP"",""Economic & monetary affairs""";;;;
"187,18/04/13,""Vietnam, in particular freedom of expression - Joint Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"188,18/04/13,""Human rights situation in Kazakhstan  - Joint Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"189,17/04/13,""2011 discharge: Section III, Commission - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"190,17/04/13,""2011 discharge: EU general budget, European Parliament - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"191,17/04/13,""2011 discharge: European Economic and Social Committee - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"192,17/04/13,""2011 discharge: Court of Auditors - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"193,17/04/13,""2011 discharge: Court of Justice - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"194,17/04/13,""2011 discharge: European Council and Council - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"195,17/04/13,""2011 discharge: 8th, 9th and 10th European Development Funds (EDF) - Motion for a resolution : Paragraph 41,amendment 6"",""+"",""EP"",""Budgetary control""";;;;
"196,17/04/13,""2011 discharge: European Ombudsman - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"197,17/04/13,""2011 discharge: Committee of the Regions - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"198,17/04/13,""2011 discharge: European Data Protection Supervisor - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"199,17/04/13,""2011 discharge: European External Action Service - Proposal for a decision : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"200,17/04/13,""2011 discharge: European Aviation Safety Agency - Motion for a resolution : After paragraph 9,amendment 1"",""-"",""EP"",""Budgetary control""";;;;
"201,17/04/13,""2011 discharge: European Union Agency for Fundamental Rights - Motion for a resolution : After paragraph 4,amendment 2"",""-"",""EP"",""Budgetary control""";;;;
"202,17/04/13,""International recovery of child support and other forms of family maintenance - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Legal affairs""";;;;
"203,17/04/13,""Estimates of revenue and expenditure for 2014 - Section I - Parliament - Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Budget""";;;;
"204,17/04/13,""Financial assistance for Member States whose currency is not the euro - Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Economic & monetary affairs""";;;;
"205,17/04/13,""Common system of value added tax as regards the treatment of vouchers - Draft legislative resolution : vote: legislative resolution - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"206,17/04/13,""European Central Bank annual report (2011) - Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Economic & monetary affairs""";;;;
"207,16/04/13,""Certain technical and control measures in the Skagerrak  - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""Fisheries""";;;;
"208,16/04/13,""Access to the activity of credit institutions and the prudential supervision of credit institutions and investment firms - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"209,16/04/13,""Prudential requirements for credit institutions and investment firms - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"210,16/04/13,""Clarifying provisions on the timing of auctions of greenhouse gas allowances - Draft legislative resolution : Proposal to reject the Commission proposal,amendment 20 - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"211,16/04/13,""Trade and investment-driven growth for developing countries - Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""International trade""";;;;
"212,16/04/13,""Incidental catches of cetaceans - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Fisheries""";;;;
"213,16/04/13,""Fishing opportunities and financial contribution provided for by the EU-Mauritius Fisheries Partnership Agreement - Draft legislative resolution : single vote - consent"",""+"",""EP"",""Fisheries""";;;;
"214,16/04/13,""Mobilisation of the European Globalisation Adjustment Fund (application EGF/2012/023 IT/Antonio Merloni SpA from Italy)  - Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Budget""";;;;
"215,16/04/13,""Mobilisation of the European Globalisation Adjustment Fund (application EGF/2011/016 IT/Agile from Italy) - Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Budget""";;;;
"216,16/04/13,""Mobilisation of the European Globalisation Adjustment Fund (application EGF/2011/010 AT/Austria Tabak from Austria) - Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Budget""";;;;
"217,16/04/13,""The exclusion of a number of countries from the list of regions or states which have concluded negotiations - Draft legislative resolution : Text as a whole (except article 2),amendment 1 - ordinary legislative procedure, second reading"",""+"",""EP"",""International trade""";;;;
"218,16/04/13,""Implementing the principle of equal treatment between men and women in the access to and supply of goods and services - Motion for a resolution : vote: resolution (as a whole)"",""+"",""EP"",""Gender equality""";;;;
"219,16/04/13,""Advancing Development through Trade - Motion for a resolution : Paragraph 3"",""+"",""EP"",""Development""";;;;
